wave,onset,peak,offset,confidence,source,lead,duration_ms,onset_s,offset_s,onset_abs,peak_abs,offset_abs,qrs_ge_120
QRS,2624,2644,2660,0.9691182971000671,predicted,V5,72.0,5.248,5.32,2624,2644,2660,False
T,2744,2818,2864,0.9728646278381348,predicted,V5,240.0,5.488,5.728,2744,2818,2864,
P,3220,3250,3278,0.9521934390068054,predicted,V5,116.0,6.44,6.556,3220,3250,3278,
QRS,3294,3314,3332,0.9447463154792786,predicted,V5,76.0,6.588,6.664,3294,3314,3332,False
T,3414,3490,3542,0.959287703037262,predicted,V5,256.0,6.828,7.084,3414,3490,3542,
P,3874,3904,3926,0.948049008846283,predicted,V5,104.0,7.748,7.852,3874,3904,3926,
QRS,3950,3970,3988,0.9498245120048523,predicted,V5,76.0,7.9,7.976,3950,3970,3988,False
T,4072,4144,4194,0.9630582332611084,predicted,V5,244.0,8.144,8.388,4072,4144,4194,
T,4398,4428,4434,0.37470635771751404,predicted,V5,72.0,8.796,8.868,4398,4428,4434,
P,4436,4474,4490,0.3920707702636719,predicted,V5,108.0,8.872,8.98,4436,4474,4490,
P,4522,4560,4590,0.8939740061759949,predicted,V5,136.0,9.044,9.18,4522,4560,4590,
QRS,4604,4626,4644,0.9534988403320312,predicted,V5,80.0,9.208,9.288,4604,4626,4644,False
T,4706,4802,4860,0.8908078074455261,predicted,V5,308.0,9.412,9.72,4706,4802,4860,
QRS,0,10,26,0.7811135053634644,predicted,V6,52.0,0.0,0.052,0,10,26,False
T,110,194,230,0.9376073479652405,predicted,V6,240.0,0.22,0.46,110,194,230,
T,336,342,448,0.8770145177841187,predicted,V6,224.0,0.672,0.896,336,342,448,
P,568,600,622,0.925926685333252,predicted,V6,108.0,1.136,1.244,568,600,622,
QRS,638,664,682,0.9634996652603149,predicted,V6,88.0,1.276,1.364,638,664,682,False
T,772,844,896,0.9604395031929016,predicted,V6,248.0,1.544,1.792,772,844,896,
P,1256,1302,1302,0.9527015686035156,predicted,V6,92.0,2.512,2.604,1256,1302,1302,
QRS,1322,1344,1362,0.9464338421821594,predicted,V6,80.0,2.644,2.724,1322,1344,1362,False
T,1454,1524,1570,0.9507988095283508,predicted,V6,232.0,2.908,3.14,1454,1524,1570,
P,1902,1938,1960,0.9510824084281921,predicted,V6,116.0,3.804,3.92,1902,1938,1960,
QRS,1980,2002,2022,0.9236509799957275,predicted,V6,84.0,3.96,4.044,1980,2002,2022,False
T,2110,2182,2222,0.9589499831199646,predicted,V6,224.0,4.22,4.444,2110,2182,2222,
P,2552,2604,2604,0.9440911412239075,predicted,V6,104.0,5.104,5.208,2552,2604,2604,
QRS,2622,2644,2662,0.937290370464325,predicted,V6,80.0,5.244,5.324,2622,2644,2662,False
T,2750,2824,2864,0.9505058526992798,predicted,V6,228.0,5.5,5.728,2750,2824,2864,
P,3220,3250,3278,0.9598988890647888,predicted,V6,116.0,6.44,6.556,3220,3250,3278,
QRS,3294,3314,3334,0.9489853382110596,predicted,V6,80.0,6.588,6.668,3294,3314,3334,False
T,3422,3496,3540,0.958333432674408,predicted,V6,236.0,6.844,7.08,3422,3496,3540,
P,3874,3906,3928,0.9343181848526001,predicted,V6,108.0,7.748,7.856,3874,3906,3928,
QRS,3950,3970,3988,0.9575908780097961,predicted,V6,76.0,7.9,7.976,3950,3970,3988,False
T,4076,4076,4084,0.5562571287155151,predicted,V6,16.0,8.152,8.168,4076,4076,4084,
T,4088,4148,4196,0.9681057929992676,predicted,V6,216.0,8.176,8.392,4088,4148,4196,
T,4316,4338,4454,0.4031009078025818,predicted,V6,276.0,8.632,8.908,4316,4338,4454,
P,4456,4468,4510,0.4930199980735779,predicted,V6,108.0,8.912,9.02,4456,4468,4510,
P,4520,4562,4590,0.8923479914665222,predicted,V6,140.0,9.04,9.18,4520,4562,4590,
QRS,4602,4626,4648,0.9354996085166931,predicted,V6,92.0,9.204,9.296,4602,4626,4648,False
T,4712,4806,4858,0.8886125683784485,predicted,V6,292.0,9.424,9.716,4712,4806,4858,
P,4964,4986,4986,0.5720041990280151,predicted,V6,44.0,9.928,9.972,4964,4986,4986,
