wave,onset,peak,offset,confidence,source,lead,duration_ms,onset_s,offset_s,onset_abs,peak_abs,offset_abs,qrs_ge_120
T,5962,6002,6054,0.9670132398605347,predicted,aVR,184.0,11.924,12.108,5962,6002,6054,
P,6092,6120,6140,0.9349667429924011,predicted,aVR,96.0,12.184,12.28,6092,6120,6140,
QRS,6172,6198,6216,0.9214009642601013,predicted,aVR,88.0,12.344,12.432,6172,6198,6216,False
T,6260,6294,6344,0.9510278701782227,predicted,aVR,168.0,12.52,12.688,6260,6294,6344,
P,6386,6418,6434,0.9544721841812134,predicted,aVR,96.0,12.772,12.868,6386,6418,6434,
QRS,6468,6496,6514,0.9337627291679382,predicted,aVR,92.0,12.936,13.028,6468,6496,6514,False
T,6562,6596,6646,0.9644809365272522,predicted,aVR,168.0,13.124,13.292,6562,6596,6646,
P,6694,6738,6738,0.9386401772499084,predicted,aVR,88.0,13.388,13.476,6694,6738,6738,
QRS,6770,6800,6824,0.9159117341041565,predicted,aVR,108.0,13.54,13.648,6770,6800,6824,False
T,6860,6896,6944,0.9660955667495728,predicted,aVR,168.0,13.72,13.888,6860,6896,6944,
P,6990,7020,7040,0.9483391046524048,predicted,aVR,100.0,13.98,14.08,6990,7020,7040,
QRS,7076,7102,7150,0.9681010842323303,predicted,aVR,148.0,14.152,14.3,7076,7102,7150,True
T,7180,7200,7280,0.7024615406990051,predicted,aVR,200.0,14.36,14.56,7180,7200,7280,
P,7282,7318,7358,0.8687321543693542,predicted,aVR,152.0,14.564,14.716,7282,7318,7358,
QRS,7372,7400,7440,0.8255958557128906,predicted,aVR,136.0,14.744,14.88,7372,7400,7440,True
T,6,40,82,0.8487374782562256,predicted,aVL,152.0,0.012,0.164,6,40,82,
QRS,212,228,282,0.8152084946632385,predicted,aVL,140.0,0.424,0.564,212,228,282,True
T,308,340,386,0.9330477714538574,predicted,aVL,156.0,0.616,0.772,308,340,386,
P,420,444,476,0.8531284332275391,predicted,aVL,112.0,0.84,0.952,420,444,476,
QRS,502,524,576,0.9668523073196411,predicted,aVL,148.0,1.004,1.152,502,524,576,True
T,604,638,682,0.9579703211784363,predicted,aVL,156.0,1.208,1.364,604,638,682,
P,750,750,758,0.5695657730102539,predicted,aVL,16.0,1.5,1.516,750,750,758,
QRS,802,840,880,0.9376427531242371,predicted,aVL,156.0,1.604,1.76,802,840,880,True
T,900,928,978,0.9673182368278503,predicted,aVL,156.0,1.8,1.956,900,928,978,
P,1038,1038,1058,0.78662109375,predicted,aVL,40.0,2.076,2.116,1038,1038,1058,
QRS,1100,1120,1172,0.9158087968826294,predicted,aVL,144.0,2.2,2.344,1100,1120,1172,True
T,1190,1226,1272,0.9579116106033325,predicted,aVL,164.0,2.38,2.544,1190,1226,1272,
P,1324,1338,1352,0.8182070851325989,predicted,aVL,56.0,2.648,2.704,1324,1338,1352,
QRS,1396,1416,1470,0.9497698545455933,predicted,aVL,148.0,2.792,2.94,1396,1416,1470,True
T,1490,1534,1556,0.9647047519683838,predicted,aVL,132.0,2.98,3.112,1490,1534,1556,
QRS,1690,1712,1762,0.9555408358573914,predicted,aVL,144.0,3.38,3.524,1690,1712,1762,True
T,1786,1824,1848,0.9554178714752197,predicted,aVL,124.0,3.572,3.696,1786,1824,1848,
P,1928,1928,1964,0.8120430111885071,predicted,aVL,72.0,3.856,3.928,1928,1928,1964,
QRS,1988,2008,2060,0.895170271396637,predicted,aVL,144.0,3.976,4.12,1988,2008,2060,True
T,2082,2112,2160,0.9696773290634155,predicted,aVL,156.0,4.164,4.32,2082,2112,2160,
P,2228,2228,2272,0.8635095357894897,predicted,aVL,88.0,4.456,4.544,2228,2228,2272,
QRS,2294,2310,2362,0.9517486691474915,predicted,aVL,136.0,4.588,4.724,2294,2310,2362,True
T,2384,2408,2464,0.9660612940788269,predicted,aVL,160.0,4.768,4.928,2384,2408,2464,
P,2526,2528,2544,0.7286379337310791,predicted,aVL,36.0,5.052,5.088,2526,2528,2544,
QRS,2584,2602,2656,0.8303148150444031,predicted,aVL,144.0,5.168,5.312,2584,2602,2656,True
T,2678,2712,2762,0.9261102676391602,predicted,aVL,168.0,5.356,5.524,2678,2712,2762,
P,2826,2828,2842,0.5934486985206604,predicted,aVL,32.0,5.652,5.684,2826,2828,2842,
P,2846,2848,2858,0.6297475695610046,predicted,aVL,24.0,5.692,5.716,2846,2848,2858,
QRS,2878,2900,2948,0.842477560043335,predicted,aVL,140.0,5.756,5.896,2878,2900,2948,True
T,2974,3004,3058,0.971284806728363,predicted,aVL,168.0,5.948,6.116,2974,3004,3058,
P,3112,3116,3146,0.8135188221931458,predicted,aVL,68.0,6.224,6.292,3112,3116,3146,
QRS,3174,3194,3244,0.9381533861160278,predicted,aVL,140.0,6.348,6.488,3174,3194,3244,True
T,3270,3296,3352,0.9626997113227844,predicted,aVL,164.0,6.54,6.704,3270,3296,3352,
P,3412,3414,3426,0.7695890665054321,predicted,aVL,28.0,6.824,6.852,3412,3414,3426,
QRS,3472,3492,3546,0.9026626944541931,predicted,aVL,148.0,6.944,7.092,3472,3492,3546,True
T,3568,3598,3644,0.9691516160964966,predicted,aVL,152.0,7.136,7.288,3568,3598,3644,
P,3718,3718,3726,0.5893555879592896,predicted,aVL,16.0,7.436,7.452,3718,3718,3726,
QRS,3772,3792,3846,0.9463065266609192,predicted,aVL,148.0,7.544,7.692,3772,3792,3846,True
T,3870,3900,3952,0.9726932048797607,predicted,aVL,164.0,7.74,7.904,3870,3900,3952,
P,4010,4010,4040,0.8805819153785706,predicted,aVL,60.0,8.02,8.08,4010,4010,4040,
QRS,4070,4088,4144,0.9026347994804382,predicted,aVL,148.0,8.14,8.288,4070,4088,4144,True
T,4166,4196,4244,0.9653902053833008,predicted,aVL,156.0,8.332,8.488,4166,4196,4244,
P,4312,4312,4346,0.8306050896644592,predicted,aVL,68.0,8.624,8.692,4312,4312,4346,
QRS,4374,4392,4450,0.8877836465835571,predicted,aVL,152.0,8.748,8.9,4374,4392,4450,True
T,4470,4496,4546,0.9385679364204407,predicted,aVL,152.0,8.94,9.092,4470,4496,4546,
P,4596,4608,4634,0.809604287147522,predicted,aVL,76.0,9.192,9.268,4596,4608,4634,
QRS,4668,4690,4742,0.9487494230270386,predicted,aVL,148.0,9.336,9.484,4668,4690,4742,True
T,4766,4796,4846,0.9617834091186523,predicted,aVL,160.0,9.532,9.692,4766,4796,4846,
P,4914,4916,4934,0.6762962937355042,predicted,aVL,40.0,9.828,9.868,4914,4916,4934,
QRS,4970,4990,5042,0.9699282050132751,predicted,aVL,144.0,9.94,10.084,4970,4990,5042,True
T,5066,5104,5152,0.9664619565010071,predicted,aVL,172.0,10.132,10.304,5066,5104,5152,
QRS,5272,5292,5346,0.9153986573219299,predicted,aVL,148.0,10.544,10.692,5272,5292,5346,True
T,5368,5394,5450,0.9665036797523499,predicted,aVL,164.0,10.736,10.9,5368,5394,5450,
P,5508,5508,5538,0.8693317174911499,predicted,aVL,60.0,11.016,11.076,5508,5508,5538,
QRS,5572,5590,5646,0.9506551623344421,predicted,aVL,148.0,11.144,11.292,5572,5590,5646,True
T,5670,5696,5744,0.9761776328086853,predicted,aVL,148.0,11.34,11.488,5670,5696,5744,
QRS,5870,5890,5944,0.9529053568840027,predicted,aVL,148.0,11.74,11.888,5870,5890,5944,True
T,5966,6004,6046,0.9528485536575317,predicted,aVL,160.0,11.932,12.092,5966,6004,6046,
QRS,6168,6188,6242,0.8675196766853333,predicted,aVL,148.0,12.336,12.484,6168,6188,6242,True
T,6266,6292,6332,0.9497736692428589,predicted,aVL,132.0,12.532,12.664,6266,6292,6332,
P,6404,6412,6440,0.886796236038208,predicted,aVL,72.0,12.808,12.88,6404,6412,6440,
QRS,6468,6486,6540,0.9283762574195862,predicted,aVL,144.0,12.936,13.08,6468,6486,6540,True
T,6568,6594,6644,0.9692350625991821,predicted,aVL,152.0,13.136,13.288,6568,6594,6644,
P,6700,6704,6734,0.8192314505577087,predicted,aVL,68.0,13.4,13.468,6700,6704,6734,
QRS,6768,6788,6842,0.9561359882354736,predicted,aVL,148.0,13.536,13.684,6768,6788,6842,True
T,6868,6894,6942,0.9606322050094604,predicted,aVL,148.0,13.736,13.884,6868,6894,6942,
P,7016,7046,7060,0.917273223400116,predicted,aVL,88.0,14.032,14.12,7016,7046,7060,
QRS,7076,7090,7148,0.9551753401756287,predicted,aVL,144.0,14.152,14.296,7076,7090,7148,True
T,7178,7200,7284,0.7567762732505798,predicted,aVL,212.0,14.356,14.568,7178,7200,7284,
P,7286,7344,7362,0.817074179649353,predicted,aVL,152.0,14.572,14.724,7286,7344,7362,
QRS,7370,7388,7442,0.922789990901947,predicted,aVL,144.0,14.74,14.884,7370,7388,7442,True
P,132,156,182,0.9101895689964294,predicted,aVF,100.0,0.264,0.364,132,156,182,
QRS,210,232,254,0.9270039200782776,predicted,aVF,88.0,0.42,0.508,210,232,254,False
T,290,332,376,0.9647585153579712,predicted,aVF,172.0,0.58,0.752,290,332,376,
P,426,450,476,0.9336395263671875,predicted,aVF,100.0,0.852,0.952,426,450,476,
QRS,502,530,552,0.9165576100349426,predicted,aVF,100.0,1.004,1.104,502,530,552,False
T,592,638,676,0.9677391052246094,predicted,aVF,168.0,1.184,1.352,592,638,676,
P,722,750,776,0.9583931565284729,predicted,aVF,108.0,1.444,1.552,722,750,776,
QRS,804,828,850,0.9399239420890808,predicted,aVF,92.0,1.608,1.7,804,828,850,False
T,886,936,980,0.9666848182678223,predicted,aVF,188.0,1.772,1.96,886,936,980,
P,1024,1070,1070,0.9256198406219482,predicted,aVF,92.0,2.048,2.14,1024,1070,1070,
QRS,1098,1124,1146,0.9314054250717163,predicted,aVF,96.0,2.196,2.292,1098,1124,1146,False
T,1182,1244,1274,0.9600425958633423,predicted,aVF,184.0,2.364,2.548,1182,1244,1274,
P,1318,1342,1368,0.9556652307510376,predicted,aVF,100.0,2.636,2.736,1318,1342,1368,
QRS,1396,1420,1442,0.9289528727531433,predicted,aVF,92.0,2.792,2.884,1396,1420,1442,False
T,1478,1526,1568,0.9708929657936096,predicted,aVF,180.0,2.956,3.136,1478,1526,1568,
P,1610,1640,1662,0.9567371010780334,predicted,aVF,104.0,3.22,3.324,1610,1640,1662,
QRS,1692,1716,1740,0.9342578649520874,predicted,aVF,96.0,3.384,3.48,1692,1716,1740,False
T,1778,1818,1866,0.9650105237960815,predicted,aVF,176.0,3.556,3.732,1778,1818,1866,
P,1908,1932,1958,0.9464587569236755,predicted,aVF,100.0,3.816,3.916,1908,1932,1958,
QRS,1986,2012,2036,0.9346722960472107,predicted,aVF,100.0,3.972,4.072,1986,2012,2036,False
T,2070,2122,2166,0.951438307762146,predicted,aVF,192.0,4.14,4.332,2070,2122,2166,
P,2212,2238,2262,0.9430333375930786,predicted,aVF,100.0,4.424,4.524,2212,2238,2262,
QRS,2288,2314,2334,0.9244143962860107,predicted,aVF,92.0,4.576,4.668,2288,2314,2334,False
T,2370,2416,2464,0.9559672474861145,predicted,aVF,188.0,4.74,4.928,2370,2416,2464,
P,2498,2530,2554,0.944783627986908,predicted,aVF,112.0,4.996,5.108,2498,2530,2554,
QRS,2584,2606,2628,0.9245280623435974,predicted,aVF,88.0,5.168,5.256,2584,2606,2628,False
T,2668,2722,2760,0.9612060189247131,predicted,aVF,184.0,5.336,5.52,2668,2722,2760,
P,2798,2828,2852,0.9532925486564636,predicted,aVF,108.0,5.596,5.704,2798,2828,2852,
QRS,2880,2904,2926,0.9380032420158386,predicted,aVF,92.0,5.76,5.852,2880,2904,2926,False
T,2966,3012,3046,0.9700206518173218,predicted,aVF,160.0,5.932,6.092,2966,3012,3046,
P,3092,3122,3144,0.956265389919281,predicted,aVF,104.0,6.184,6.288,3092,3122,3144,
QRS,3174,3198,3220,0.9403738379478455,predicted,aVF,92.0,6.348,6.44,3174,3198,3220,False
T,3256,3304,3344,0.9565401077270508,predicted,aVF,176.0,6.512,6.688,3256,3304,3344,
P,3392,3420,3444,0.944513738155365,predicted,aVF,104.0,6.784,6.888,3392,3420,3444,
QRS,3472,3496,3520,0.9263202548027039,predicted,aVF,96.0,6.944,7.04,3472,3496,3520,False
T,3554,3606,3650,0.9540562629699707,predicted,aVF,192.0,7.108,7.3,3554,3606,3650,
P,3694,3720,3746,0.9409155249595642,predicted,aVF,104.0,7.388,7.492,3694,3720,3746,
QRS,3772,3796,3818,0.9222486615180969,predicted,aVF,92.0,7.544,7.636,3772,3796,3818,False
T,3860,3906,3946,0.9644902944564819,predicted,aVF,172.0,7.72,7.892,3860,3906,3946,
P,3990,4014,4044,0.9230707287788391,predicted,aVF,108.0,7.98,8.088,3990,4014,4044,
QRS,4068,4094,4116,0.9263712167739868,predicted,aVF,96.0,8.136,8.232,4068,4094,4116,False
T,4156,4206,4240,0.9611803293228149,predicted,aVF,168.0,8.312,8.48,4156,4206,4240,
P,4292,4318,4344,0.9540349245071411,predicted,aVF,104.0,8.584,8.688,4292,4318,4344,
QRS,4372,4396,4420,0.9294111132621765,predicted,aVF,96.0,8.744,8.84,4372,4396,4420,False
T,4456,4506,4550,0.9458122253417969,predicted,aVF,188.0,8.912,9.1,4456,4506,4550,
P,4588,4618,4638,0.9547262191772461,predicted,aVF,100.0,9.176,9.276,4588,4618,4638,
QRS,4668,4694,4722,0.9151245355606079,predicted,aVF,108.0,9.336,9.444,4668,4694,4722,False
T,4752,4798,4846,0.8843722343444824,predicted,aVF,188.0,9.504,9.692,4752,4798,4846,
P,4888,4916,4942,0.9194005131721497,predicted,aVF,108.0,9.776,9.884,4888,4916,4942,
QRS,4970,4994,5016,0.9429977536201477,predicted,aVF,92.0,9.94,10.032,4970,4994,5016,False
T,5052,5096,5144,0.9685776233673096,predicted,aVF,184.0,10.104,10.288,5052,5096,5144,
P,5196,5220,5246,0.9434871077537537,predicted,aVF,100.0,10.392,10.492,5196,5220,5246,
QRS,5274,5298,5320,0.9222540855407715,predicted,aVF,92.0,10.548,10.64,5274,5298,5320,False
T,5358,5402,5446,0.9415884017944336,predicted,aVF,176.0,10.716,10.892,5358,5402,5446,
P,5492,5542,5542,0.9394983053207397,predicted,aVF,100.0,10.984,11.084,5492,5542,5542,
QRS,5570,5594,5616,0.9336497187614441,predicted,aVF,92.0,11.14,11.232,5570,5594,5616,False
T,5656,5706,5744,0.9705244898796082,predicted,aVF,176.0,11.312,11.488,5656,5706,5744,
P,5790,5820,5844,0.9622397422790527,predicted,aVF,108.0,11.58,11.688,5790,5820,5844,
QRS,5872,5896,5918,0.9432787895202637,predicted,aVF,92.0,11.744,11.836,5872,5896,5918,False
T,5952,5998,6048,0.9584594964981079,predicted,aVF,192.0,11.904,12.096,5952,5998,6048,
P,6090,6112,6140,0.9361887574195862,predicted,aVF,100.0,12.18,12.28,6090,6112,6140,
QRS,6168,6192,6216,0.9445372223854065,predicted,aVF,96.0,12.336,12.432,6168,6192,6216,False
T,6250,6300,6342,0.9597122669219971,predicted,aVF,184.0,12.5,12.684,6250,6300,6342,
P,6388,6414,6436,0.9553620219230652,predicted,aVF,96.0,12.776,12.872,6388,6414,6436,
QRS,6468,6492,6514,0.9495487809181213,predicted,aVF,92.0,12.936,13.028,6468,6492,6514,False
T,6554,6596,6640,0.9513099789619446,predicted,aVF,172.0,13.108,13.28,6554,6596,6640,
P,6690,6716,6740,0.9507462382316589,predicted,aVF,100.0,13.38,13.48,6690,6716,6740,
QRS,6770,6794,6818,0.9397157430648804,predicted,aVF,96.0,13.54,13.636,6770,6794,6818,False
T,6852,6902,6944,0.9452610611915588,predicted,aVF,184.0,13.704,13.888,6852,6902,6944,
P,6990,7018,7040,0.9674704670906067,predicted,aVF,100.0,13.98,14.08,6990,7018,7040,
QRS,7072,7096,7130,0.9391958713531494,predicted,aVF,116.0,14.144,14.26,7072,7096,7130,False
T,7154,7202,7270,0.7571359276771545,predicted,aVF,232.0,14.308,14.54,7154,7202,7270,
P,7272,7314,7366,0.736419677734375,predicted,aVF,188.0,14.544,14.732,7272,7314,7366,
P,7376,7386,7386,0.4180684983730316,predicted,aVF,20.0,14.752,14.772,7376,7386,7386,
QRS,7388,7394,7416,0.5042945146560669,predicted,aVF,56.0,14.776,14.832,7388,7394,7416,False
P,7418,7436,7444,0.48230060935020447,predicted,aVF,52.0,14.836,14.888,7418,7436,7444,
T,7446,7446,7462,0.3075983226299286,predicted,aVF,32.0,14.892,14.924,7446,7446,7462,
P,7464,7464,7486,0.4213498532772064,predicted,aVF,44.0,14.928,14.972,7464,7464,7486,
T,0,44,92,0.9265143275260925,predicted,V1,184.0,0.0,0.184,0,44,92,
P,142,144,160,0.7838724851608276,predicted,V1,36.0,0.284,0.32,142,144,160,
P,220,232,232,0.5535580515861511,predicted,V1,24.0,0.44,0.464,220,232,232,
QRS,250,262,282,0.5629057288169861,predicted,V1,64.0,0.5,0.564,250,262,282,False
T,306,340,396,0.8719688653945923,predicted,V1,180.0,0.612,0.792,306,340,396,
P,424,494,494,0.827877402305603,predicted,V1,140.0,0.848,0.988,424,494,494,
QRS,502,556,586,0.9685865044593811,predicted,V1,168.0,1.004,1.172,502,556,586,True
T,608,636,684,0.9541102647781372,predicted,V1,152.0,1.216,1.368,608,636,684,
P,742,742,770,0.6847760677337646,predicted,V1,56.0,1.484,1.54,742,742,770,
QRS,802,856,880,0.9691085815429688,predicted,V1,156.0,1.604,1.76,802,856,880,True
T,908,934,984,0.9608645439147949,predicted,V1,152.0,1.816,1.968,908,934,984,
P,1036,1054,1064,0.8317661285400391,predicted,V1,56.0,2.072,2.128,1036,1054,1064,
P,1116,1146,1146,0.7558763027191162,predicted,V1,60.0,2.232,2.292,1116,1146,1146,
QRS,1148,1152,1176,0.7705956697463989,predicted,V1,56.0,2.296,2.352,1148,1152,1176,False
T,1200,1232,1280,0.9630301594734192,predicted,V1,160.0,2.4,2.56,1200,1232,1280,
P,1330,1332,1350,0.8929589986801147,predicted,V1,40.0,2.66,2.7,1330,1332,1350,
QRS,1404,1448,1474,0.9250223636627197,predicted,V1,140.0,2.808,2.948,1404,1448,1474,True
T,1494,1528,1578,0.9684448838233948,predicted,V1,168.0,2.988,3.156,1494,1528,1578,
QRS,1698,1746,1770,0.9327584505081177,predicted,V1,144.0,3.396,3.54,1698,1746,1770,True
T,1796,1824,1876,0.9665197730064392,predicted,V1,160.0,3.592,3.752,1796,1824,1876,
P,2000,2030,2030,0.7384543418884277,predicted,V1,60.0,4.0,4.06,2000,2030,2030,
QRS,2032,2040,2060,0.7109231948852539,predicted,V1,56.0,4.064,4.12,2032,2040,2060,False
T,2080,2120,2166,0.9764103293418884,predicted,V1,172.0,4.16,4.332,2080,2120,2166,
P,2224,2242,2242,0.9322096109390259,predicted,V1,36.0,4.448,4.484,2224,2242,2242,
QRS,2298,2316,2316,0.8076413869857788,predicted,V1,36.0,4.596,4.632,2298,2316,2316,False
P,2318,2320,2326,0.6173069477081299,predicted,V1,16.0,4.636,4.652,2318,2320,2326,
QRS,2328,2342,2366,0.9514498710632324,predicted,V1,76.0,4.656,4.732,2328,2342,2366,False
T,2388,2422,2470,0.9722962975502014,predicted,V1,164.0,4.776,4.94,2388,2422,2470,
QRS,2592,2612,2616,0.6772002577781677,predicted,V1,48.0,5.184,5.232,2592,2612,2616,False
QRS,2626,2636,2658,0.6864676475524902,predicted,V1,64.0,5.252,5.316,2626,2636,2658,False
T,2686,2714,2766,0.911487877368927,predicted,V1,160.0,5.372,5.532,2686,2714,2766,
QRS,2882,2934,2958,0.788330078125,predicted,V1,152.0,5.764,5.916,2882,2934,2958,True
T,2980,3012,3062,0.9699464440345764,predicted,V1,164.0,5.96,6.124,2980,3012,3062,
P,3114,3128,3138,0.7905645370483398,predicted,V1,48.0,6.228,6.276,3114,3128,3138,
QRS,3176,3226,3250,0.917462170124054,predicted,V1,148.0,6.352,6.5,3176,3226,3250,True
T,3272,3304,3354,0.9566382169723511,predicted,V1,164.0,6.544,6.708,3272,3304,3354,
P,3410,3410,3424,0.7251921892166138,predicted,V1,28.0,6.82,6.848,3410,3410,3424,
QRS,3482,3496,3496,0.5708115100860596,predicted,V1,28.0,6.964,6.992,3482,3496,3496,False
P,3498,3514,3514,0.5577043890953064,predicted,V1,32.0,6.996,7.028,3498,3514,3514,
QRS,3516,3524,3548,0.8283085823059082,predicted,V1,64.0,7.032,7.096,3516,3524,3548,False
T,3570,3602,3652,0.9491854310035706,predicted,V1,164.0,7.14,7.304,3570,3602,3652,
P,3712,3720,3720,0.6098912954330444,predicted,V1,16.0,7.424,7.44,3712,3720,3720,
QRS,3780,3826,3850,0.8633072972297668,predicted,V1,140.0,7.56,7.7,3780,3826,3850,True
T,3872,3904,3956,0.9739300012588501,predicted,V1,168.0,7.744,7.912,3872,3904,3956,
P,4008,4008,4036,0.7259150147438049,predicted,V1,56.0,8.016,8.072,4008,4008,4036,
QRS,4076,4122,4146,0.9184011816978455,predicted,V1,140.0,8.152,8.292,4076,4122,4146,True
T,4170,4202,4250,0.9510095119476318,predicted,V1,160.0,8.34,8.5,4170,4202,4250,
P,4308,4308,4324,0.8079167604446411,predicted,V1,32.0,8.616,8.648,4308,4308,4324,
P,4390,4416,4416,0.8143827319145203,predicted,V1,52.0,8.78,8.832,4390,4416,4416,
QRS,4418,4426,4454,0.8267817497253418,predicted,V1,72.0,8.836,8.908,4418,4426,4454,False
T,4470,4504,4556,0.8116680383682251,predicted,V1,172.0,8.94,9.112,4470,4504,4556,
QRS,4676,4688,4688,0.5924991369247437,predicted,V1,24.0,9.352,9.376,4676,4688,4688,False
P,4690,4710,4710,0.54718017578125,predicted,V1,40.0,9.38,9.42,4690,4710,4710,
QRS,4712,4724,4746,0.6476616263389587,predicted,V1,68.0,9.424,9.492,4712,4724,4746,False
T,4772,4800,4854,0.9185792803764343,predicted,V1,164.0,9.544,9.708,4772,4800,4854,
QRS,4976,5022,5044,0.9195468425750732,predicted,V1,136.0,9.952,10.088,4976,5022,5044,True
T,5074,5104,5152,0.9409109354019165,predicted,V1,156.0,10.148,10.304,5074,5104,5152,
P,5210,5226,5226,0.8618745803833008,predicted,V1,32.0,10.42,10.452,5210,5226,5226,
P,5290,5318,5318,0.8494575619697571,predicted,V1,56.0,10.58,10.636,5290,5318,5318,
QRS,5320,5326,5350,0.8833878040313721,predicted,V1,60.0,10.64,10.7,5320,5326,5350,False
T,5372,5406,5456,0.9759579300880432,predicted,V1,168.0,10.744,10.912,5372,5406,5456,
P,5508,5508,5536,0.9095057845115662,predicted,V1,56.0,11.016,11.072,5508,5508,5536,
QRS,5574,5624,5646,0.9575278759002686,predicted,V1,144.0,11.148,11.292,5574,5624,5646,True
T,5670,5702,5752,0.9541149139404297,predicted,V1,164.0,11.34,11.504,5670,5702,5752,
QRS,5878,5924,5948,0.8859131336212158,predicted,V1,140.0,11.756,11.896,5878,5924,5948,True
T,5976,6004,6054,0.9525659680366516,predicted,V1,156.0,11.952,12.108,5976,6004,6054,
P,6104,6104,6120,0.8454874753952026,predicted,V1,32.0,12.208,12.24,6104,6104,6120,
P,6184,6216,6216,0.8436450362205505,predicted,V1,64.0,12.368,12.432,6184,6216,6216,
QRS,6218,6222,6244,0.772901177406311,predicted,V1,52.0,12.436,12.488,6218,6222,6244,False
T,6264,6300,6352,0.9748920202255249,predicted,V1,176.0,12.528,12.704,6264,6300,6352,
QRS,6472,6520,6542,0.9337395429611206,predicted,V1,140.0,12.944,13.084,6472,6520,6542,True
T,6572,6598,6650,0.9603513479232788,predicted,V1,156.0,13.144,13.3,6572,6598,6650,
P,6708,6708,6732,0.7902997732162476,predicted,V1,48.0,13.416,13.464,6708,6708,6732,
QRS,6776,6822,6846,0.9212488532066345,predicted,V1,140.0,13.552,13.692,6776,6822,6846,True
T,6890,6902,6950,0.8054682016372681,predicted,V1,120.0,13.78,13.9,6890,6902,6950,
P,7084,7114,7114,0.9150651693344116,predicted,V1,60.0,14.168,14.228,7084,7114,7114,
QRS,7116,7124,7160,0.943391740322113,predicted,V1,88.0,14.232,14.32,7116,7124,7160,False
T,7178,7204,7262,0.8916947245597839,predicted,V1,168.0,14.356,14.524,7178,7204,7262,
P,7304,7322,7364,0.8788362741470337,predicted,V1,120.0,14.608,14.728,7304,7322,7364,
QRS,7372,7388,7388,0.7531154155731201,predicted,V1,32.0,14.744,14.776,7372,7388,7388,False
QRS,7398,7422,7448,0.8669315576553345,predicted,V1,100.0,14.796,14.896,7398,7422,7448,False
T,2,40,88,0.8889454007148743,predicted,V2,172.0,0.004,0.176,2,40,88,
P,144,144,162,0.8265669941902161,predicted,V2,36.0,0.288,0.324,144,144,162,
QRS,206,230,254,0.8363913893699646,predicted,V2,96.0,0.412,0.508,206,230,254,False
T,256,256,266,0.4987235963344574,predicted,V2,20.0,0.512,0.532,256,256,266,
T,298,338,390,0.9443786144256592,predicted,V2,184.0,0.596,0.78,298,338,390,
P,414,414,470,0.8522980809211731,predicted,V2,112.0,0.828,0.94,414,414,470,
QRS,496,524,572,0.9666436910629272,predicted,V2,152.0,0.992,1.144,496,524,572,True
T,594,632,678,0.96487957239151,predicted,V2,168.0,1.188,1.356,594,632,678,
P,736,738,760,0.8732110261917114,predicted,V2,48.0,1.472,1.52,736,738,760,
QRS,796,824,870,0.9609314799308777,predicted,V2,148.0,1.592,1.74,796,824,870,True
T,896,930,980,0.9580350518226624,predicted,V2,168.0,1.792,1.96,896,930,980,
P,1038,1038,1054,0.8753008246421814,predicted,V2,32.0,2.076,2.108,1038,1038,1054,
QRS,1098,1120,1166,0.9413963556289673,predicted,V2,136.0,2.196,2.332,1098,1120,1166,True
T,1188,1228,1278,0.9651934504508972,predicted,V2,180.0,2.376,2.556,1188,1228,1278,
P,1328,1332,1350,0.8818988800048828,predicted,V2,44.0,2.656,2.7,1328,1332,1350,
QRS,1392,1416,1464,0.9747675061225891,predicted,V2,144.0,2.784,2.928,1392,1416,1464,True
T,1486,1524,1576,0.9731667637825012,predicted,V2,180.0,2.972,3.152,1486,1524,1576,
P,1628,1628,1642,0.7815200090408325,predicted,V2,28.0,3.256,3.284,1628,1628,1642,
QRS,1688,1712,1760,0.9666582345962524,predicted,V2,144.0,3.376,3.52,1688,1712,1760,True
T,1780,1820,1872,0.9750402569770813,predicted,V2,184.0,3.56,3.744,1780,1820,1872,
P,1926,1926,1942,0.8203383088111877,predicted,V2,32.0,3.852,3.884,1926,1926,1942,
QRS,1984,2008,2052,0.9620159864425659,predicted,V2,136.0,3.968,4.104,1984,2008,2052,True
T,2076,2114,2162,0.9809750914573669,predicted,V2,172.0,4.152,4.324,2076,2114,2162,
P,2220,2226,2248,0.8797668218612671,predicted,V2,56.0,4.44,4.496,2220,2226,2248,
QRS,2286,2310,2356,0.9715675711631775,predicted,V2,140.0,4.572,4.712,2286,2310,2356,True
T,2378,2418,2464,0.9673341512680054,predicted,V2,172.0,4.756,4.928,2378,2418,2464,
P,2512,2512,2538,0.8160168528556824,predicted,V2,52.0,5.024,5.076,2512,2512,2538,
QRS,2578,2604,2650,0.8204013109207153,predicted,V2,144.0,5.156,5.3,2578,2604,2650,True
T,2674,2710,2760,0.9379186034202576,predicted,V2,172.0,5.348,5.52,2674,2710,2760,
P,2810,2814,2834,0.6707896590232849,predicted,V2,48.0,5.62,5.668,2810,2814,2834,
QRS,2874,2900,2948,0.9619582295417786,predicted,V2,148.0,5.748,5.896,2874,2900,2948,True
T,2970,3008,3062,0.968795120716095,predicted,V2,184.0,5.94,6.124,2970,3008,3062,
QRS,3170,3194,3240,0.967741847038269,predicted,V2,140.0,6.34,6.48,3170,3194,3240,True
T,3264,3300,3350,0.9711945056915283,predicted,V2,172.0,6.528,6.7,3264,3300,3350,
P,3410,3424,3424,0.5950937867164612,predicted,V2,28.0,6.82,6.848,3410,3424,3424,
